asset_id,symbol,name_cn,asset_type,subtype,exchange_code,exchange_name,country,currency,contract_month_rule,contract_rule_code,contract_rule_desc_cn,contract_rule_params,listed_contract_count_rule,expiry_rule,expiry_rule_code,last_trading_day_rule,delivery_day_rule,exercise_rule,exercise_type,settlement_type,contract_multiplier,contract_unit,tick_size,quote_unit,price_limit_rule,margin_rule,trading_hours,night_trading,position_limit_rule,delivery_rule,rule_parseable,data_source_1,data_source_2,source_status,update_date,notes,observed_delivery_months,sample_last_ddate,official_source_name,official_source_url,review_status,review_notes,akshare_update_time,special_review_flag,special_review_reason,final_rule_status,static_rule_missing_fields
FUT_CZCE_ZC,ZC,动力煤,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,100,吨,0.2,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.5; margin_rate_short=0.5; update_time=2026-05-22 12:38:28,"上午9:00-11:30，下午1:30-3:00及交易所规定的其他交易时间,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270512,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_A,A,豆一,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_B,B,豆二,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_BB,BB,胶合板,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,500,张,0.05,人民币元/张,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.4; margin_rate_short=0.4; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_BZ,BZ,纯苯,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,30,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270430,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_C,C,玉米,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_CS,CS,玉米淀粉,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.06; margin_rate_short=0.06; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_EB,EB,苯乙烯,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,5,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-10:15,10:30-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270430,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_EG,EG,乙二醇,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270430,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_FB,FB,纤维板,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,立方米,0.5,人民币元/立方米,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.25; margin_rate_short=0.25; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_I,I,铁矿石,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,100,吨,0.5,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.11; margin_rate_short=0.11; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_J,J,焦炭,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,100,吨,0.5,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.2; margin_rate_short=0.2; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_JD,JD,鸡蛋,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/500千克,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270430,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_JM,JM,焦煤,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,60,吨,0.5,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.12; margin_rate_short=0.12; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_L,L,塑料,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,5,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_LG,LG,原木,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,90,立方米,0.5,人民币元/立方米,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270331,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_LH,LH,生猪,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,16,吨,5.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270331,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_L_F,L_F,塑料月均价F,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,"2,3,4,5,6,7,8,9,10,11",INFERRED_FIXED_MONTHS,根据已上市合约观察到的固定月份组合,"months=2,3,4,5,6,7,8,9,10,11",根据已上市合约月份推断，需复核,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,5,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.11; margin_rate_short=0.11; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","2,3,4,5,6,7,8,9,10,11",20261030,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_M,M,豆粕,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,"1,3,5,7,8,9,11,12",INFERRED_FIXED_MONTHS,根据已上市合约观察到的固定月份组合,"months=1,3,5,7,8,9,11,12",根据已上市合约月份推断，需复核,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,8,9,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_DCE_P,P,棕榈油,FUTURE,COMMODITY_FUTURE,DCE,大连商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270524,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
